metric,count
opcode,10
total instruction count,1741312
workitems,608
operand sum,1.74131e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.7428e-07
barriers per instruction,5.7428e-07
instructions per operand,1
total memory footprint,9984
90% memory footprint,8164
global memory address entropy,12.7107
local memory address entropy -- 1 LSBs skipped,10.7697
local memory address entropy -- 2 LSBs skipped,10.7697
local memory address entropy -- 3 LSBs skipped,10.7697
local memory address entropy -- 4 LSBs skipped,10.7697
local memory address entropy -- 5 LSBs skipped,9.94946
local memory address entropy -- 6 LSBs skipped,9.3142
local memory address entropy -- 7 LSBs skipped,8.33123
local memory address entropy -- 8 LSBs skipped,7.93394
local memory address entropy -- 9 LSBs skipped,7.53862
local memory address entropy -- 10 LSBs skipped,7.1696
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218858
