metric,count
opcode,8
total instruction count,172969984
workitems,495616
operand sum,1.7297e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.78135e-09
barriers per instruction,5.78135e-09
instructions per operand,1
total memory footprint,518144
90% memory footprint,21543
global memory address entropy,15.1082
local memory address entropy -- 1 LSBs skipped,13.0851
local memory address entropy -- 2 LSBs skipped,13.0851
local memory address entropy -- 3 LSBs skipped,13.0851
local memory address entropy -- 4 LSBs skipped,13.0851
local memory address entropy -- 5 LSBs skipped,12.242
local memory address entropy -- 6 LSBs skipped,11.4997
local memory address entropy -- 7 LSBs skipped,10.9658
local memory address entropy -- 8 LSBs skipped,10.2172
local memory address entropy -- 9 LSBs skipped,9.59468
local memory address entropy -- 10 LSBs skipped,9.04922
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
