metric,count
opcode,8
total instruction count,516050944
workitems,1478656
operand sum,5.16051e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.93779e-09
barriers per instruction,1.93779e-09
instructions per operand,1
total memory footprint,1517568
90% memory footprint,37210
global memory address entropy,15.8455
local memory address entropy -- 1 LSBs skipped,13.9532
local memory address entropy -- 2 LSBs skipped,13.9532
local memory address entropy -- 3 LSBs skipped,13.9532
local memory address entropy -- 4 LSBs skipped,13.9532
local memory address entropy -- 5 LSBs skipped,13.0598
local memory address entropy -- 6 LSBs skipped,12.3377
local memory address entropy -- 7 LSBs skipped,11.7972
local memory address entropy -- 8 LSBs skipped,11.0502
local memory address entropy -- 9 LSBs skipped,10.4167
local memory address entropy -- 10 LSBs skipped,9.84741
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
