metric,count
opcode,8
total instruction count,142950400
workitems,409600
operand sum,1.4295e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.99543e-09
barriers per instruction,6.99543e-09
instructions per operand,1
total memory footprint,430080
90% memory footprint,19584
global memory address entropy,14.7312
local memory address entropy -- 1 LSBs skipped,12.9366
local memory address entropy -- 2 LSBs skipped,12.9366
local memory address entropy -- 3 LSBs skipped,12.9366
local memory address entropy -- 4 LSBs skipped,12.9366
local memory address entropy -- 5 LSBs skipped,12.1003
local memory address entropy -- 6 LSBs skipped,11.3509
local memory address entropy -- 7 LSBs skipped,10.8169
local memory address entropy -- 8 LSBs skipped,10.0736
local memory address entropy -- 9 LSBs skipped,9.4524
local memory address entropy -- 10 LSBs skipped,8.91199
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
