metric,count
opcode,10
total instruction count,3024384
workitems,1056
operand sum,3.02438e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.30646e-07
barriers per instruction,3.30646e-07
instructions per operand,1
total memory footprint,17152
90% memory footprint,13990
global memory address entropy,13.3046
local memory address entropy -- 1 LSBs skipped,11.3656
local memory address entropy -- 2 LSBs skipped,11.3656
local memory address entropy -- 3 LSBs skipped,11.3656
local memory address entropy -- 4 LSBs skipped,11.3656
local memory address entropy -- 5 LSBs skipped,10.5461
local memory address entropy -- 6 LSBs skipped,9.9181
local memory address entropy -- 7 LSBs skipped,8.93384
local memory address entropy -- 8 LSBs skipped,8.54687
local memory address entropy -- 9 LSBs skipped,8.15488
local memory address entropy -- 10 LSBs skipped,7.76377
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218899
