metric,count
opcode,8
total instruction count,8934400
workitems,25600
operand sum,8.9344e+06
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.11927e-07
barriers per instruction,1.11927e-07
instructions per operand,1
total memory footprint,30720
90% memory footprint,4896
global memory address entropy,12.7783
local memory address entropy -- 1 LSBs skipped,10.8214
local memory address entropy -- 2 LSBs skipped,10.8214
local memory address entropy -- 3 LSBs skipped,10.8214
local memory address entropy -- 4 LSBs skipped,10.8214
local memory address entropy -- 5 LSBs skipped,9.98647
local memory address entropy -- 6 LSBs skipped,9.2551
local memory address entropy -- 7 LSBs skipped,8.72031
local memory address entropy -- 8 LSBs skipped,8.0151
local memory address entropy -- 9 LSBs skipped,7.4766
local memory address entropy -- 10 LSBs skipped,7.12
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
