metric,count
opcode,8
total instruction count,557595904
workitems,1597696
operand sum,5.57596e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.79341e-09
barriers per instruction,1.79341e-09
instructions per operand,1
total memory footprint,1638144
90% memory footprint,38679
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,13.975
local memory address entropy -- 2 LSBs skipped,13.975
local memory address entropy -- 3 LSBs skipped,13.975
local memory address entropy -- 4 LSBs skipped,13.975
local memory address entropy -- 5 LSBs skipped,13.1502
local memory address entropy -- 6 LSBs skipped,12.3965
local memory address entropy -- 7 LSBs skipped,11.4114
local memory address entropy -- 8 LSBs skipped,10.8866
local memory address entropy -- 9 LSBs skipped,10.3654
local memory address entropy -- 10 LSBs skipped,9.84311
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
