metric,count
opcode,8
total instruction count,22872064
workitems,65536
operand sum,2.28721e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.37215e-08
barriers per instruction,4.37215e-08
instructions per operand,1
total memory footprint,73728
90% memory footprint,7834
global memory address entropy,13.5058
local memory address entropy -- 1 LSBs skipped,11.5361
local memory address entropy -- 2 LSBs skipped,11.5361
local memory address entropy -- 3 LSBs skipped,11.5361
local memory address entropy -- 4 LSBs skipped,11.5361
local memory address entropy -- 5 LSBs skipped,10.7
local memory address entropy -- 6 LSBs skipped,9.96223
local memory address entropy -- 7 LSBs skipped,9.42703
local memory address entropy -- 8 LSBs skipped,8.70117
local memory address entropy -- 9 LSBs skipped,8.11934
local memory address entropy -- 10 LSBs skipped,7.66442
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
