metric,count
opcode,8
total instruction count,75138304
workitems,215296
operand sum,7.51383e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.33088e-08
barriers per instruction,1.33088e-08
instructions per operand,1
total memory footprint,230144
90% memory footprint,14199
global memory address entropy,14.3581
local memory address entropy -- 1 LSBs skipped,12.4421
local memory address entropy -- 2 LSBs skipped,12.4421
local memory address entropy -- 3 LSBs skipped,12.4421
local memory address entropy -- 4 LSBs skipped,12.4421
local memory address entropy -- 5 LSBs skipped,11.6012
local memory address entropy -- 6 LSBs skipped,10.8645
local memory address entropy -- 7 LSBs skipped,9.90106
local memory address entropy -- 8 LSBs skipped,9.37962
local memory address entropy -- 9 LSBs skipped,8.8751
local memory address entropy -- 10 LSBs skipped,8.4079
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
