metric,count
opcode,8
total instruction count,586185984
workitems,1679616
operand sum,5.86186e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.70594e-09
barriers per instruction,1.70594e-09
instructions per operand,1
total memory footprint,1721088
90% memory footprint,39658
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,14.018
local memory address entropy -- 2 LSBs skipped,14.018
local memory address entropy -- 3 LSBs skipped,14.018
local memory address entropy -- 4 LSBs skipped,14.018
local memory address entropy -- 5 LSBs skipped,13.1503
local memory address entropy -- 6 LSBs skipped,12.4153
local memory address entropy -- 7 LSBs skipped,11.4481
local memory address entropy -- 8 LSBs skipped,10.9253
local memory address entropy -- 9 LSBs skipped,10.4066
local memory address entropy -- 10 LSBs skipped,9.87008
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
