metric,count
opcode,8
total instruction count,25820416
workitems,73984
operand sum,2.58204e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.8729e-08
barriers per instruction,3.8729e-08
instructions per operand,1
total memory footprint,82688
90% memory footprint,8324
global memory address entropy,13.6003
local memory address entropy -- 1 LSBs skipped,11.6301
local memory address entropy -- 2 LSBs skipped,11.6301
local memory address entropy -- 3 LSBs skipped,11.6301
local memory address entropy -- 4 LSBs skipped,11.6301
local memory address entropy -- 5 LSBs skipped,10.7906
local memory address entropy -- 6 LSBs skipped,10.0539
local memory address entropy -- 7 LSBs skipped,9.1032
local memory address entropy -- 8 LSBs skipped,8.58923
local memory address entropy -- 9 LSBs skipped,8.10802
local memory address entropy -- 10 LSBs skipped,7.69502
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
