metric,count
opcode,8
total instruction count,543568896
workitems,1557504
operand sum,5.43569e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.83969e-09
barriers per instruction,1.83969e-09
instructions per operand,1
total memory footprint,1597440
90% memory footprint,38189
global memory address entropy,15.9574
local memory address entropy -- 1 LSBs skipped,13.9448
local memory address entropy -- 2 LSBs skipped,13.9448
local memory address entropy -- 3 LSBs skipped,13.9448
local memory address entropy -- 4 LSBs skipped,13.9448
local memory address entropy -- 5 LSBs skipped,13.1169
local memory address entropy -- 6 LSBs skipped,12.3645
local memory address entropy -- 7 LSBs skipped,11.8403
local memory address entropy -- 8 LSBs skipped,11.0852
local memory address entropy -- 9 LSBs skipped,10.4568
local memory address entropy -- 10 LSBs skipped,9.88015
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
