metric,count
opcode,10
total instruction count,2016256
workitems,704
operand sum,2.01626e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.95969e-07
barriers per instruction,4.95969e-07
instructions per operand,1
total memory footprint,11520
90% memory footprint,9412
global memory address entropy,12.869
local memory address entropy -- 1 LSBs skipped,10.928
local memory address entropy -- 2 LSBs skipped,10.928
local memory address entropy -- 3 LSBs skipped,10.928
local memory address entropy -- 4 LSBs skipped,10.928
local memory address entropy -- 5 LSBs skipped,10.1079
local memory address entropy -- 6 LSBs skipped,9.47472
local memory address entropy -- 7 LSBs skipped,9.08144
local memory address entropy -- 8 LSBs skipped,8.38878
local memory address entropy -- 9 LSBs skipped,7.84475
local memory address entropy -- 10 LSBs skipped,7.39592
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218871
